ambari1.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari1.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari1.keedio.prbes.lab,Oozie SPNEGO User,HTTP/ambari1.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari1.keedio.prbes.lab,Hue UI,hue/ambari1.keedio.prbes.lab@PRBES.LAB,hue.service.keytab,/etc/security/keytabs,hue,hadoop,400
ambari1.keedio.prbes.lab,Oozie Server,oozie/ambari1.keedio.prbes.lab@PRBES.LAB,oozie.service.keytab,/etc/security/keytabs,oozie,hadoop,400
ambari1.keedio.prbes.lab,Storm UI Server,storm/ambari1.keedio.prbes.lab@PRBES.LAB,,,storm,hadoop,400
ambari2.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari2.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari2.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari2.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari2.keedio.prbes.lab,NameNode,nn/ambari2.keedio.prbes.lab@PRBES.LAB,nn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari2.keedio.prbes.lab,ZooKeeper Server,zookeeper/ambari2.keedio.prbes.lab@PRBES.LAB,zk.service.keytab,/etc/security/keytabs,zookeeper,hadoop,400
ambari3.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari3.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari3.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari3.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari3.keedio.prbes.lab,SNameNode,nn/ambari3.keedio.prbes.lab@PRBES.LAB,nn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari3.keedio.prbes.lab,ZooKeeper Server,zookeeper/ambari3.keedio.prbes.lab@PRBES.LAB,zk.service.keytab,/etc/security/keytabs,zookeeper,hadoop,400
ambari5.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari5.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari5.keedio.prbes.lab,Hive SPNEGO User,HTTP/ambari5.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari5.keedio.prbes.lab,History server SPNEGO User,HTTP/ambari5.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari5.keedio.prbes.lab,ResourceManager SPNEGO User,HTTP/ambari5.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari5.keedio.prbes.lab,History Server,jhs/ambari5.keedio.prbes.lab@PRBES.LAB,jhs.service.keytab,/etc/security/keytabs,mapred,hadoop,400
ambari5.keedio.prbes.lab,Hive metastore,metastore/ambari5.keedio.prbes.lab@PRBES.LAB,metastore.service.keytab,/etc/security/keytabs,hive,hadoop,400
ambari5.keedio.prbes.lab,Hive server,hive/ambari5.keedio.prbes.lab@PRBES.LAB,hive.service.keytab,/etc/security/keytabs,hive,hadoop,400
ambari5.keedio.prbes.lab,Nimbus,storm/ambari5.keedio.prbes.lab@PRBES.LAB,storm.service.keytab,/etc/security/keytabs,storm,hadoop,400
ambari5.keedio.prbes.lab,ResourceManager,rm/ambari5.keedio.prbes.lab@PRBES.LAB,rm.service.keytab,/etc/security/keytabs,yarn,hadoop,400
