ambari1.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari1.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari1.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari1.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari1.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari1.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari1.keedio.prbes.lab,Hue UI,hue/ambari1.keedio.prbes.lab@PRBES.LAB,hue.service.keytab,/etc/security/keytabs,hue,hadoop,400
ambari1.keedio.prbes.lab,JournalNode,jn/ambari1.keedio.prbes.lab@PRBES.LAB,jn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari1.keedio.prbes.lab,NameNode,nn/ambari1.keedio.prbes.lab@PRBES.LAB,nn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari1.keedio.prbes.lab,ZooKeeper Server,zookeeper/ambari1.keedio.prbes.lab@PRBES.LAB,zk.service.keytab,/etc/security/keytabs,zookeeper,hadoop,400
ambari2.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari2.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari2.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari2.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari2.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari2.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari2.keedio.prbes.lab,JournalNode,jn/ambari2.keedio.prbes.lab@PRBES.LAB,jn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari2.keedio.prbes.lab,NameNode,nn/ambari2.keedio.prbes.lab@PRBES.LAB,nn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari2.keedio.prbes.lab,ZooKeeper Server,zookeeper/ambari2.keedio.prbes.lab@PRBES.LAB,zk.service.keytab,/etc/security/keytabs,zookeeper,hadoop,400
ambari3.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari3.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari3.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari3.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari3.keedio.prbes.lab,JournalNode,jn/ambari3.keedio.prbes.lab@PRBES.LAB,jn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari3.keedio.prbes.lab,ZooKeeper Server,zookeeper/ambari3.keedio.prbes.lab@PRBES.LAB,zk.service.keytab,/etc/security/keytabs,zookeeper,hadoop,400
ambari4.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari4.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari4.keedio.prbes.lab,NodeManager SPNEGO User,HTTP/ambari4.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari4.keedio.prbes.lab,DataNode,dn/ambari4.keedio.prbes.lab@PRBES.LAB,dn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari4.keedio.prbes.lab,NodeManager,nm/ambari4.keedio.prbes.lab@PRBES.LAB,nm.service.keytab,/etc/security/keytabs,yarn,hadoop,400
ambari5.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
