ambari1.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari1.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari1.keedio.prbes.lab,NodeManager SPNEGO User,HTTP/ambari1.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari1.keedio.prbes.lab,DataNode,dn/ambari1.keedio.prbes.lab@PRBES.LAB,dn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari1.keedio.prbes.lab,NodeManager,nm/ambari1.keedio.prbes.lab@PRBES.LAB,nm.service.keytab,/etc/security/keytabs,yarn,hadoop,400
ambari2.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari2.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari2.keedio.prbes.lab,NodeManager SPNEGO User,HTTP/ambari2.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari2.keedio.prbes.lab,DataNode,dn/ambari2.keedio.prbes.lab@PRBES.LAB,dn.service.keytab,/etc/security/keytabs,hdfs,hadoop,400
ambari2.keedio.prbes.lab,NodeManager,nm/ambari2.keedio.prbes.lab@PRBES.LAB,nm.service.keytab,/etc/security/keytabs,yarn,hadoop,400
ambari3.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari3.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari4.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari4.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari4.keedio.prbes.lab,Nimbus,storm/ambari4.keedio.prbes.lab@PRBES.LAB,storm.service.keytab,/etc/security/keytabs,storm,hadoop,400
ambari5.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari5.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari6.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari6.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari6.keedio.prbes.lab,ZooKeeper Server,zookeeper/ambari6.keedio.prbes.lab@PRBES.LAB,zk.service.keytab,/etc/security/keytabs,zookeeper,hadoop,400
ambari7.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari7.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari7.keedio.prbes.lab,Oozie SPNEGO User,HTTP/ambari7.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
ambari7.keedio.prbes.lab,Oozie Server,oozie/ambari7.keedio.prbes.lab@PRBES.LAB,oozie.service.keytab,/etc/security/keytabs,oozie,hadoop,400
ambari8.keedio.prbes.lab,Ambari Smoke Test User,ambari-qa@PRBES.LAB,smokeuser.headless.keytab,/etc/security/keytabs,ambari-qa,hadoop,440
ambari8.keedio.prbes.lab,HDFS User,hdfs@PRBES.LAB,hdfs.headless.keytab,/etc/security/keytabs,hdfs,hadoop,440
ambari8.keedio.prbes.lab,HDFS SPNEGO User,HTTP/ambari8.keedio.prbes.lab@PRBES.LAB,spnego.service.keytab,/etc/security/keytabs,root,hadoop,440
